Date,ShortWave,LongWave,AirTemp,RelHum,WindSpeed,Rain,Snow
1979-07-30 00:00:00,57.927216,348.50555,12.900293,92.63504,4.8554006,0.0051609431,0
1979-07-31 00:00:00,164.03912,324.9411,11.693903,82.907173,6.0147367,0.0083512038,0
1979-08-01 00:00:00,168.72003,342.9996,12.465082,90.196281,4.9254169,0.0071081892,0
1979-08-02 00:00:00,142.4612,341.0817,12.261865,86.750984,4.581953,0.0035254725,0
1979-08-03 00:00:00,183.0954,337.96848,12.362817,79.227028,3.5697126,0.00060488413,0
1979-08-04 00:00:00,182.20494,335.81277,12.301691,74.997902,3.2860265,0.0021885263,0
1979-08-05 00:00:00,107.78956,351.48209,13.706598,87.728638,5.9424067,0.010990382,0
1979-08-06 00:00:00,52.280563,356.32581,14.185724,92.924194,5.7602987,0.019662672,0
1979-08-07 00:00:00,215.20694,319.5668,12.090723,78.415405,4.5748768,0.00081633173,0
1979-08-08 00:00:00,160.15309,333.04056,11.544489,86.579208,3.7205701,0.0092419749,0
1979-08-09 00:00:00,253.46387,328.46777,12.156396,76.039322,4.7274761,0.0051190601,0
1979-08-10 00:00:00,143.98505,357.55771,13.379572,86.738419,4.5889945,0.0053125416,0
1979-08-11 00:00:00,85.514,373.38693,15.06109,94.264732,4.6787434,0.0032354984,0
1979-08-12 00:00:00,65.170464,369.97464,15.023035,96.130234,5.2248907,0.014215769,0
1979-08-13 00:00:00,116.03805,338.73288,12.755884,88.939713,3.9444218,0.0099809369,0
1979-08-14 00:00:00,44.618336,337.08832,11.318292,93.414581,6.5642638,0.02735476,0
1979-08-15 00:00:00,206.6208,306.30319,11.06933,82.586952,5.0028563,0.0066181691,0
1979-08-16 00:00:00,51.410633,343.50836,11.849969,89.294312,5.440022,0.014482176,0
1979-08-17 00:00:00,189.34599,327.22232,12.812158,77.344452,4.6391597,0.00086477918,0
1979-08-18 00:00:00,214.49997,322.4024,12.267969,77.375351,3.1520529,0.0019369621,0
1979-08-19 00:00:00,152.83276,342.98514,12.504358,84.166252,5.0030928,0.0012478747,0
1979-08-20 00:00:00,80.077728,346.88043,11.843286,88.387482,5.3359613,0.0052884948,0
1979-08-21 00:00:00,153.39473,326.47717,10.604425,84.118088,5.2974114,0.0036613643,0
1979-08-22 00:00:00,181.40187,310.64917,10.487054,81.269279,5.6474004,0.0039245264,0
1979-08-23 00:00:00,117.08783,326.42407,10.990198,84.849915,6.7710662,0.0081200638,0
1979-08-24 00:00:00,133.84975,327.87381,11.564966,77.052361,4.2168612,0.0050089002,0
1979-08-25 00:00:00,94.129311,353.39807,13.086694,89.135849,2.9617805,0.0047515091,0
1979-08-26 00:00:00,196.22214,321.93958,13.257898,70.006348,2.8095558,0,0
1979-08-27 00:00:00,248.91968,304.06894,12.341577,72.157417,1.7806585,0,0
1979-08-28 00:00:00,214.8252,322.21191,13.286584,77.077736,3.4925988,0,0
1979-08-29 00:00:00,220.47537,317.55011,13.63241,74.415443,2.8391824,0,0
1979-08-30 00:00:00,159.60135,327.81766,13.592615,77.956444,2.9514973,0.0004853426,0
1979-08-31 00:00:00,56.382183,371.06784,14.793481,96.14119,4.4998331,0.0099333549,0
1979-09-01 00:00:00,61.343269,360.3277,13.996912,96.535599,5.3184276,0.0052647346,0
1979-09-02 00:00:00,75.612442,335.65503,11.470422,90.934586,6.9841952,0.0072831084,0
1979-09-03 00:00:00,154.58104,329.5094,12.582788,81.088554,5.611589,0,0
1979-09-04 00:00:00,139.58078,350.09512,14.391962,85.695374,5.6836576,0,0
1979-09-05 00:00:00,87.682106,350.69986,13.781335,86.162201,7.0657253,0.0047446921,0
1979-09-06 00:00:00,110.92436,334.54156,12.715845,87.991058,5.3526855,0.0025815948,0
1979-09-07 00:00:00,77.839264,332.65576,11.520868,90.844566,3.0639789,0.0047683312,0
1979-09-08 00:00:00,93.334465,348.97574,12.435876,86.991211,5.04983,0.013112151,0
1979-09-09 00:00:00,182.386,315.17355,10.439355,71.887039,3.6281128,0,0
1979-09-10 00:00:00,136.08698,333.5271,12.551111,80.599304,4.6946812,0,0
1979-09-11 00:00:00,66.121895,353.11469,13.058618,91.759109,4.6524916,0.0024512116,0
1979-09-12 00:00:00,90.379509,347.61484,12.708612,86.667404,6.7823954,0.0013810578,0
1979-09-13 00:00:00,149.93092,318.25955,10.578912,69.19162,4.3495345,0,0
1979-09-14 00:00:00,142.48283,307.93127,11.153589,67.68306,4.171032,0,0
1979-09-15 00:00:00,161.04526,318.11789,10.983606,72.661133,3.3578897,0,0
1979-09-16 00:00:00,120.53844,338.63129,12.878076,76.457222,6.8305845,0.00055035511,0
1979-09-17 00:00:00,60.791332,360.46295,14.036554,89.219307,8.3676958,0.0066548497,0
1979-09-18 00:00:00,113.81617,330.86633,12.355066,83.991791,5.2176323,0.00068847035,0
1979-09-19 00:00:00,119.08772,309.43674,10.953729,79.520264,6.0257187,0.0028469636,0
1979-09-20 00:00:00,132.68961,300.93262,9.7336975,69.558167,8.0753536,0.0012965696,0
1979-09-21 00:00:00,121.65704,309.28922,8.3626038,78.235291,4.9643536,0.00083443004,0
1979-09-22 00:00:00,36.138157,326.82913,8.4427734,81.016525,3.7767668,0.0021776945,0
1979-09-23 00:00:00,91.677544,328.96136,10.530969,82.428673,3.9365819,0.0015388445,0
1979-09-24 00:00:00,48.041203,338.45795,10.596124,85.389587,5.118659,0.0012421028,0
1979-09-25 00:00:00,33.134537,364.30167,14.116205,95.889473,7.7455835,0.012625838,0
1979-09-26 00:00:00,70.54306,322.57886,11.492242,85.514069,4.5246191,0.0017150603,0
1979-09-27 00:00:00,133.48709,295.79819,9.8267456,68.153641,4.0393701,0,0
1979-09-28 00:00:00,155.1324,290.52728,9.548761,67.449371,2.9259369,0,0
1979-09-29 00:00:00,96.011139,332.68466,11.297327,77.0466,5.8672853,0.00016728812,0
1979-09-30 00:00:00,32.272774,344.8241,12.462915,89.332832,5.6753235,0.011129263,0
1979-10-01 00:00:00,94.185989,335.1571,12.478021,84.975861,4.5955424,0.00058734562,0
1979-10-02 00:00:00,38.005806,346.02057,12.946924,82.914299,6.2041183,0.0060097617,0
1979-10-03 00:00:00,89.640327,322.26913,10.5711,84.790848,3.8523903,0.0085984182,0
1979-10-04 00:00:00,114.06832,304.76852,9.8241211,74.644958,3.6691153,0,0
1979-10-05 00:00:00,114.29718,306.11203,9.8471313,69.616638,5.7180204,0.004771747,0
1979-10-06 00:00:00,55.23225,333.03806,11.785272,89.86245,6.5661616,0.0099342715,0
1979-10-07 00:00:00,80.891472,323.022,12.936182,86.876106,7.2896113,0.0076362868,0
1979-10-08 00:00:00,60.873695,347.67157,14.206384,87.137772,7.6325521,0.0086642578,0
1979-10-09 00:00:00,97.589081,312.6579,12.956201,83.022247,7.4502239,0.0026637092,0
1979-10-10 00:00:00,77.619278,319.78461,11.293146,85.867706,6.5621667,0.0029204287,0
1979-10-11 00:00:00,63.603863,329.27704,10.849115,93.257774,6.2277684,0.0066830186,0
1979-10-12 00:00:00,23.504374,335.50296,11.033685,91.079842,6.5012732,0.0048445174,0
1979-10-13 00:00:00,67.370972,322.83737,11.27215,88.732079,4.8207655,0.0021941335,0
1979-10-14 00:00:00,64.956413,324.46161,9.7548462,86.136787,1.9023302,0,0
1979-10-15 00:00:00,74.931046,312.55643,10.012506,88.535202,3.275481,0.0035493502,0
1979-10-16 00:00:00,66.234726,320.29129,9.5714966,85.438118,2.9376407,0.0007487355,0
